"Temperatura","pH","Oxígeno disuelto","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno total Kjeldahl","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Sólidos totales","Nitrógeno total","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno amoniacal","Sulfatos","SAAM","Sulfuros","Temp. ambiente","Acidez total","Dureza de calcio","fecha","año","mes","est"
28,8.02,5.63,4.22,1.164,12.5,14.46,69.55,5.61,4.2,13,686,0.1,0.0391,0.0143,0.0225,0.0005,0.05,0.05,0.085,0.079,0.0005,0.1,0.0025,105.59,0.061,9300,4300,699,7.011,1056,9.2,317.83,79.83,195.64,1.33,4.83,93.88,0.21,0.1,33,,,2011-05-03,"2011","5","RS-10"
23.1,7.52,,1.47,0.0132,53.71,268.5,519.47,29.67,10.19,174,981,0.7,6.5723,0.0104,0.0124,0.0005,0.05,0.056,1.152,0.21,0.0005,0.1,0.0034,161.03,0.151,11000000,930000,1155,57.511,1541,130,544.86,112.27,258.95,1.72,26.79,88.8,21.1,6.12,26.2,,,2011-05-03,"2011","5","AA-01"
25.8,7.67,,0.66,0.0108,42.51,117.33,264.49,5.87,9.21,58,1015,0.2,5.0239,0.0106,0.0122,0.0005,0.08,0.05,0.712,0.368,0.0005,0.1,0.0025,166.59,0.054,2100000,40000,1073,44.53,1565,80,630.62,106.91,277.74,1.57,22.03,67.28,12.15,2.17,33.2,,,2011-05-03,"2011","5","AA-02"
24.8,7.66,2.57,0.25,0.022,4.52,5.38,40.19,8.37,1.16,20,624,0.1,1.8137,0.0194,0.016,0.0005,0.05,0.05,0.548,0.062,0.0005,0.1,0.0025,97.99,0.02,930000,230000,644,7.4,927,15,338.01,53.55,257.96,1.09,2.78,76.14,0.51,1.78,29.4,,,2011-05-03,"2011","5","RZ-01"
24.5,6.96,0.8,0.1,0.022,7.3,36,105.03,8.37,1.88,22,398,0.1,0.1224,0.0046,0.093,0.0007,0.05,0.05,0.349,0.264,0.0005,0.1,0.0025,44.19,0.053,2400000,1100000,420,4.34,523,47,247.23,18.89,181.17,0.27,1.55,28.97,1.52,16.51,28.6,,,2011-06-21,"2011","6","RS-01"
22.8,7.16,,0.1,0.048,3.65,1.26,80.85,3.7,2.58,7,777,0.1,0.1155,0.0095,0.1895,0.00075,0.05,0.05,0.114,0.172,0.0005,0.1,0.0025,114.58,0.031,23000,9300,784,4.19,1084,8.1,425.61,33.22,304.92,1.06,0.37,100.88,0.18,4.14,26.6,,,2011-06-21,"2011","6","RS-02"
23,7.05,0.46,0.1,0.022,2.66,6,92.55,11.83,2.72,12,796,0.1,0.244,0.0093,0.1558,0.00075,0.05,0.05,0.17,0.257,0.0005,0.1,0.0025,126.27,0.02,15000,15000,808,4.88,1061,24,355.27,76.69,259.38,0.98,0.5,126.34,0.18,7.3,27.2,,,2011-06-21,"2011","6","RS-03"
25.3,7.82,1.6,0.1,0.022,23.674,49.2,174.82,8.26,5.43,72,905,0.1,0.0501,0.008,0.1323,0.0007,0.05,0.05,0.076,0.33,0.0005,0.1,0.0058,146.14,0.029,460000,460000,977,13.64,1319,30,529.13,94.39,295.61,1.36,12.37,91.78,4.48,0.59,26.2,,,2011-06-21,"2011","6","RS-04"
24.9,7.6,1.66,3.87,0.83,7.61,16.43,144.8,5.93,6.24,62,903,0.3,0.4774,0.0057,0.1537,0.0009,0.05,0.05,1.059,0.379,0.0005,0.1,0.0033,143.8,0.041,460000,240000,965,13.94,1297,48,517.07,106.91,289.48,1.3,1.73,91.75,3.7,2.76,23.8,,,2011-06-21,"2011","6","RS-05"
24.8,8.08,3.9,3.15,0.843,15.04,27.66,113.99,4.23,5.93,26,876,0.1,0.1686,0.0073,0.1323,0.0008,0.05,0.05,0.147,0.169,0.0005,0.1,0.0025,138.31,0.122,1100000,1100000,902,11.72,1217,14,447.22,108.49,328.48,1.21,8.29,95.52,0.27,0.1,25.8,,,2011-06-21,"2011","6","RS-06"
25.7,7.65,,0.37,0.022,27.16,102.38,190.41,12.8,6.15,71,744,0.1,0.5485,0.0119,0.1485,0.0213,0.05,0.05,0.589,0.135,0.00128,0.1,0.0043,137.51,0.201,4600000,4600000,815,29.33,1169,44,396.97,91.29,249.48,1.55,13.43,97.06,7.31,1.58,24.9,,,2011-06-21,"2011","6","RS-07"
27.1,7.88,1.19,1.67,0.086,22.09,40.8,160.39,13.37,6.49,157,821,2,0.3258,0.0163,0.1829,0.01209,0.05,0.05,1.111,0.22,0.00131,0.1,0.005,148.38,0.235,1100000,1100000,978,47.3,1322,65,491.44,96.1,263.93,1.5,9.65,94.64,0.46,0.79,29.1,,,2011-06-21,"2011","6","RS-08"
27.5,7.35,1.78,0.1,0.022,8.17,11.91,67.21,8.37,5.48,21,804,0.1,0.3595,0.0113,0.2124,0.00059,0.05,0.05,0.537,0.632,0.0005,0.1,0.0025,140.65,0.241,9300,9300,825,23.77,1295,19,462.8,96.74,257,1.37,1.73,77.35,1.93,0.39,26.1,,,2011-06-21,"2011","6","RS-09"
28.9,7.89,6.5,0.97,0.901,5.14,16.35,46.96,8.37,4.83,18,790,0.1,0.1533,0.0152,0.1671,0.0005,0.05,0.05,0.123,0.647,0.0005,0.1,0.0025,137.86,0.076,9300,930,808,17.884,1086,7.2,405.52,91.98,243.14,1.34,0.93,80.03,0.13,0.1,28.3,,,2011-06-21,"2011","6","RS-10"
25.3,7.27,,3.89,0.021,53.6,276,532.72,25.71,8.91,100,982,0.5,0.9082,0.0067,0.1348,0.00095,0.05,0.05,0.787,0.303,0.00105,0.1,0.0027,143.44,0.112,24000,11000000,1082,55.1932,1383,60,567.82,102.56,284.92,1.21,32.24,78.99,10.46,37.89,24.8,,,2011-06-21,"2011","6","AA-01"
23.9,7.79,0.28,0.53,0.022,44,121.81,259.81,10.4,10.26,60,965,0.1,0.2651,0.0056,0.1004,0.00086,0.05,0.05,0.269,0.276,0.0005,0.1,0.0025,153.42,0.102,24000,2100000,1025,43.1808,1442,85,646.21,108.06,283.54,1.4,24.94,56.16,11.05,29.45,25.1,,,2011-06-21,"2011","6","AA-02"
25.5,6.83,,0.35,0.022,7.05,116.25,117.5,8.37,1.69,29,355,0.1,0.1696,0.0025,0.1218,0.0009,0.05,0.05,0.354,0.218,0.0005,0.1,0.0025,41.58,0.02,24000,750000,384,4.77,497,47,221.1,27.35,284.58,0.27,2.66,30,1.43,11.37,26.5,,,2011-06-21,"2011","6","RZ-01"
23.7,6.93,0.57,0.43,0.022,9.28,21.06,94.89,8.37,1.9,116,387,0.1,4.7536,0.0041,0.1087,0.0005,0.05,0.05,5.467,0.42,0.0005,0.1,0.0026,24.39,0.02,1100000,1100000,57,7.3,413,130,124.77,23.14,126.52,0.27,4.39,31.87,0.019,6.91,24.7,,,2011-07-19,"2011","7","RS-01"
22.6,6.86,0.53,0.65,0.022,3.59,1.26,59.58,8.37,2.18,23,353,0.1,1.6031,0.0073,0.1257,0.0005,0.05,0.05,0.806,0.336,0.0005,0.1,0.0025,44.7,0.02,240000,240000,4,3.698,508,27,170.85,29.61,119.99,0.62,1.11,41.56,0.35,7.3,25.3,,,2011-07-19,"2011","7","RS-02"
24.3,6.9,0.34,1.11,0.022,5.44,8.4,78.52,8.48,2.05,240,384,1,3.7455,0.0071,0.1149,0.0005,0.05,0.05,3.409,0.261,0.0005,0.1,0.0039,55.78,0.02,240000,93000,9,2.66,584,140,167.33,42.68,126.52,0.57,1.67,62.4,0.019,2.76,29.9,,,2011-07-19,"2011","7","RS-03"
24,7.18,2.12,1.12,0.022,7.73,10.62,101.91,8.37,2.29,178,378,0.1,3.3077,0.0067,0.1071,0.0005,0.05,0.05,2.308,0.322,0.0005,0.1,0.0054,54.33,0.02,1100000,460000,8,23.674,621,110,200.5,38.11,126.92,0.67,2.97,59.86,1.71,2.17,31.1,,,2011-07-19,"2011","7","RS-04"
24.8,7.55,2.45,0.74,0.26,8.29,8.85,57.07,3.9,2.95,99,422,0.1,1.9958,0.0059,0.0828,0.0005,0.05,0.05,1.086,0.317,0.0005,0.1,0.0052,56.07,0.02,240000,240000,7,12.31,652,80,220.6,43.74,132.26,0.78,3.03,44.8,0.85,0.99,30.5,,,2011-07-19,"2011","7","RS-05"
24.7,7.87,4.55,3.36,0.74,4.64,16,71.11,8.37,2.71,185,359,0.1,3.3383,0.0055,0.0845,0.0005,0.05,0.05,3.125,0.265,0.0005,0.1,0.0064,40.28,0.027,240000,240000,13,19.033,528,140,158.29,33.4,127.12,0.7,1.55,46.11,0.85,1.38,30.6,,,2011-07-19,"2011","7","RS-06"
28,7.7,5.5,3.07,0.62,9.22,16.65,105.42,8.37,2.2,157,784,1,9.2016,0.0025,0.1259,0.0005,0.05,0.05,8.768,0.48,0.0005,0.1,0.0104,40.95,0.048,4600000,930000,62,27.53,470,450,138.69,27.99,118.01,0.72,3.77,41.53,0.019,0.1,28.1,,,2011-07-19,"2011","7","RS-07"
27.1,7.56,4.48,2.58,0.434,8.54,27.96,125.69,8.37,1.42,206,757,1.5,10.2324,0.0048,0.1385,0.00133,0.05,0.05,9.945,0.492,0.0005,0.1,0.0116,22.65,0.261,930000,930000,25,23.846,510,500,96.98,16.63,103.75,0.47,3.65,39.99,0.019,0.1,32.5,,,2011-07-19,"2011","7","RS-08"
25.6,7.52,4.26,1.33,0.231,7.92,1.26,47,8.37,1.2,50,329,0.1,1.3468,0.0067,0.0502,0.0005,0.05,0.05,1.029,0.173,0.0005,0.1,0.0025,44.61,0.028,9300,9300,11,8.17,322,45,152.26,29.05,105.14,0.89,2.91,45.88,0.27,0.1,33.8,,,2011-07-19,"2011","7","RS-09"
24.9,7.95,5.3,4.79,0.713,2.72,6.77,47,8.37,1.12,62,321,0.1,1.7627,0.008,0.0662,0.0005,0.05,0.05,0.976,0.14,0.0005,0.1,0.0025,45.19,0.042,23000,23000,77,7.011,491,45,119.09,27.94,104.54,0.85,0.49,48.13,0.019,0.1,28,,,2011-07-19,"2011","7","RS-10"
22.4,7.14,0.39,0.44,0.154,9,23.94,161.56,5.3,2.36,357,316,0.5,4.6852,0.0054,0.0663,0.0005,0.05,0.05,3.728,0.445,0.0005,0.1,0.0086,31.22,0.033,1100000,1100000,147,57.511,471,120,158.79,23.93,135.83,0.63,3.28,47.01,2.27,1.38,22.2,,,2011-07-19,"2011","7","AA-01"
25.6,7.44,,0.78,0.022,14.73,40.92,156.1,6.66,4.14,287,429,0.6,2.9333,0.0057,0.076,0.0005,0.05,0.05,1.741,0.397,0.0005,0.1,0.0063,75.04,0.092,2400000,2400000,23,44.53,769,120,255.27,47.53,163.75,0.91,6.68,55.75,5.1,10.2,32,,,2011-07-19,"2011","7","AA-02"
23.6,6.95,0.16,0.62,0.018,6.87,7.65,100.35,8.37,1.83,157,353,0.1,5.9054,0.005,0.1234,0.0005,0.05,0.05,6.284,0.482,0.0005,0.1,0.0034,19.57,0.02,2400000,2400000,49,7.4,378,210,147.23,19.58,128.9,0.27,2.6,29.73,0.019,0.1,24.7,,,2011-07-19,"2011","7","RZ-01"
26.4,8.39,4.05,0.1,0.022,3.71,7.86,68.55,7.59,0.37,46,614,0.1,7.7299,0.0067,0.1607,0.0005,0.05,0.05,1.792,0.089,0.0005,0.1,0.0025,73.92,6.094,93000,93000,53,32.15,856,45,313.06,49.47,231.66,1.25,0.8,67.42,0.019,0.1,25.5,,,2011-08-23,"2011","8","RS-01"
23.6,7.16,0.84,0.3,0.034,9.47,22.92,106.96,4.82,5.83,1,730,0.1,0.0353,0.0054,0.1154,0.0005,0.05,0.05,0.062,0.567,0.0005,0.1,0.0025,83.73,0.02,240000,93000,13,9.912,1127,2.2,371.4,82.64,302.15,0.63,3.9,146.63,0.44,23.71,29.9,,,2011-08-23,"2011","8","RS-02"
28,7.26,2.44,0.1,0.022,4.95,8.88,43.59,10.79,3.41,26,717,0.2,0.4917,0.0043,0.1177,0.0005,0.05,0.05,0.318,0.329,0.0005,0.1,0.0025,102.83,0.02,15000,15000,14,10.79,1101,8,287.93,100.74,252.65,0.67,1.48,133.8,0.21,0.1,33.2,,,2011-08-23,"2011","8","RS-03"
25.9,7.34,1.49,0.1,0.022,12.87,48.24,122.41,3.65,3.66,117,425,0.2,9.3282,0.003,0.0524,0.0005,0.05,0.05,2.495,0.298,0.0005,0.1,0.0027,50.44,0.036,2400000,2400000,32,40.55,647,85,188.44,38.94,154.44,0.68,5.38,81.35,1.37,0.1,34,,,2011-08-23,"2011","8","RS-04"
25.3,7.81,0.56,0.1,0.022,20.79,72.36,166.76,17.48,2.56,53,505,0.1,7.6966,0.003,0.0564,0.0005,0.05,0.05,1.041,0.364,0.0005,0.1,0.0025,63.92,0.02,430000,430000,29,48.2,846,36,283.91,60,181.8,0.63,9.22,59.74,0.31,0.1,30,,,2011-08-23,"2011","8","RS-05"
26.4,7.75,6.17,3.24,0.643,5.07,34.14,106.17,8.37,2.21,182,322,0.8,7.0364,0.0026,0.0486,0.0005,0.05,0.05,4.755,0.201,0.0005,0.1,0.0025,29.5,0.027,930000,930000,24,36.65,434,150,136.68,28.64,111.87,0.27,1.24,42.1,1.47,0.1,28.4,,,2011-08-23,"2011","8","RS-06"
27,7.58,1.77,0.1,0.543,15.35,57.36,169.93,8.25,3.33,82,535,0.1,3.8101,0.0047,0.0364,0.00296,0.05,0.05,1.549,0.209,0.0005,0.1,0.0038,70.15,0.083,11000000,4600000,269,59.84,837,42,241.2,60.19,169.69,0.78,6.56,77.64,2.32,0.1,25.6,,,2011-08-23,"2011","8","RS-07"
28,7.63,1.84,0.1,0.081,25.93,118.8,237.25,12.97,4.72,177,625,0.2,8.7867,0.005,0.0564,0.00765,0.05,0.05,2.397,0.29,0.0005,0.1,0.0064,86.38,0.153,11000000,4600000,88,52.53,986,90,284.92,77.65,173.49,0.97,11.76,89.72,5.09,0.58,32.9,,,2011-08-23,"2011","8","RS-08"
27.8,7.31,5.2,0.1,0.028,4.14,14.31,38.24,4.52,0.7,18,318,0.1,0.537,0.0043,0.005,0.0005,0.05,0.05,0.315,0.097,0.0005,0.1,0.0035,37.77,0.035,9300,4300,51,19.41,470,10,150.75,28.31,98.6,0.72,0.99,51.02,3.66,0.1,36.1,,,2011-08-23,"2011","8","RS-09"
30,6.8,7.78,0.1,0.129,1.98,1.26,25.24,8.37,1.18,27,324,0.1,1.9915,0.0054,0.005,0.0005,0.05,0.05,0.765,0.077,0.0005,0.1,0.0076,35.83,0.044,4300,4300,61,20.92,437,17,128.14,26.51,111.47,0.66,0.5,46.67,0.22,0.1,33.3,,,2011-08-23,"2011","8","RS-10"
23.2,7.4,1.14,0.1,0.022,13.3,48.96,117.65,8.37,2.43,124,365,0.3,9.0052,0.0041,0.0221,0.00218,0.05,0.05,2.244,0.321,0.0005,0.1,0.006,42.16,0.057,24000000,4300000,206,68.52,581,70,189.44,29.01,162.76,0.7,5.82,51.96,2.23,0.1,23,,,2011-08-23,"2011","8","AA-01"
27.3,7.53,0.21,0.18,0.022,16.52,62.16,233.69,7.36,3.77,105,492,0.4,8.0244,0.0033,0.0606,0.0005,0.05,0.05,1.491,0.333,0.0005,0.1,0.0025,63.92,0.044,4300000,4300000,203,66.42,801,55,287.93,50.86,187.51,0.84,7.12,70.77,3.11,4.49,34.9,,,2011-08-23,"2011","8","AA-02"
25.3,7.3,1.07,0.1,0.022,5.38,95.6,152.5,82.04,1.01,78,402,0.1,7.9864,0.0047,0.1097,0.0005,0.05,0.05,1.566,0.816,0.0005,0.1,0.0025,47.88,0.02,930000,930000,34,37.3884,644,65,250.24,33.07,173.05,0.67,1.67,30.96,1.03,12.15,25.1,,,2011-08-23,"2011","8","RZ-01"
24.5,7.22,0.78,0.25,0.022,6.58,59.88,84.78,8.37,1.13,23,385,0.1,0.0684,0.0038,0.005,0.0005,0.05,0.05,0.436,0.365,0.0005,0.1,0.0025,43.81,0.029,460000,460000,408,9.05,563,33,253.26,65.05,164.54,0.27,2.59,20.96,1.35,8,27.4,,,2011-09-27,"2011","9","RS-01"
23.4,7.15,0.85,0.27,0.022,6.08,17.7,75.68,8.37,2.81,12,543,0.1,0.149,0.0048,0.006,0.0005,0.05,0.05,0.144,0.458,0.0005,0.1,0.0025,61.71,0.02,110000,110000,555,9.422,819,96,307.03,55.12,223.74,0.64,2.48,60.33,0.6,7.22,34.2,,,2011-09-27,"2011","9","RS-02"
28.2,7.02,2.43,0.26,0.022,8.72,26.82,178.25,10.03,3.32,420,544,5.6,0.2944,0.0061,0.0104,0.0005,0.05,0.05,8.213,0.472,0.0005,0.1,0.0131,59.56,0.113,110000,46000,964,10.744,738,209,362.81,51.42,207.11,0.61,3.83,56.74,0.28,2.34,32,,,2011-09-27,"2011","9","RS-03"
30.8,7.89,0.08,0.21,0.022,24.71,43.56,158.05,8.95,6.49,16,796,0.1,0.1954,0.006,0.005,0.0005,0.05,0.05,0.282,0.294,0.0005,0.1,0.0027,112.37,0.04,24000000,11000000,812,29.05,1280,70,500.99,90.04,282.15,1.23,11.87,65.02,8.19,2.93,33.3,,,2011-09-27,"2011","9","RS-04"
27.1,7.75,1.72,0.24,0.021,20.6,16.92,70.53,8.37,5.78,27,761,0.1,0.1326,0.0057,0.136,0.0005,0.05,0.05,0.24,0.539,0.0005,0.1,0.0031,102.06,0.057,240000,240000,788,33.447,1134,15,440.19,81.4,232.45,1,9.23,60.58,1.31,0.1,27.8,,,2011-09-27,"2011","9","RS-05"
22.8,7.96,3.63,3.52,0.624,15.64,29.82,111.32,8.37,4.84,18,720,0.1,0.2162,0.0053,0.005,0.0005,0.05,0.05,0.305,0.178,0.0005,0.1,0.0025,97.07,0.04,2400000000,1100000000,738,30.32,1092,10,388.43,77.15,234.04,0.92,6.81,59.44,0.96,6.3,22.3,,,2011-09-27,"2011","9","RS-06"
23.3,7.46,0.3,0.65,0.022,19.13,93,265.77,16.68,4.21,167,624,1.5,2.0667,0.0089,0.005,0.01875,0.057,0.078,1.354,0.174,0.00113,0.1,0.0085,88.34,0.214,2400000000,2400000000,791,42.569,948,65,294.97,40.66,172.66,1.39,8.89,97.57,7.08,0.56,20.7,,,2011-09-27,"2011","9","RS-07"
25.4,7.32,5.29,1.49,0.306,6.3,27.66,106.96,11.47,0.92,34,254,0.5,2.2713,0.004,0.005,0.00173,0.05,0.05,0.948,0.948,0.0005,0.1,0.0077,20.12,0.097,4600000,1500000,288,68.711,323,32,99.99,13.31,85.14,0.27,2.53,34.76,1.7,0.1,37.2,,,2011-09-27,"2011","9","RS-08"
28.7,7.55,4.17,1.23,0.022,7.54,5.2,82.01,8.37,2.37,2,447,0.1,0.0203,0.0058,0.005,0.0005,0.05,0.05,0.294,0.294,0.00517,0.1,0.0025,55.14,0.081,4600,1500,449,45.837,656,3.8,210.04,39.92,149.72,0.89,3.15,54.53,0.65,0.1,28.4,,,2011-09-27,"2011","9","RS-09"
27.4,7.86,6.51,3.06,0.621,3.38,8.01,67.36,4.25,2.13,15,411,0.1,0.2284,0.0074,0.005,0.0005,0.05,0.05,0.213,0.213,0.0005,0.1,0.0025,55.42,0.02,11000,2400,426,41.026,587,4.4,172.36,39.04,139.79,0.89,1.01,53.21,0.15,0.1,25.9,,,2011-09-27,"2011","9","RS-10"
26.2,7.37,,0.36,0.36,18.91,52.8,295.87,4.34,4.53,375,446,0.6,0.3202,0.0061,0.19,0.00101,0.057,0.059,6.579,0.588,0.00126,0.1,0.0184,60.92,0.405,9300000,4300000,821,75.0632,739,150,301.5,41.95,254.23,0.9,8.83,60.53,1.81,7.42,30.3,,,2011-09-27,"2011","9","AA-01"
25.9,7.63,,0.46,0.46,26.28,54.72,178.25,7.28,6.09,86,764,0.3,0.4853,0.0058,0.1202,0.0005,0.05,0.05,0.494,0.278,0.00066,0.1,0.0025,104.55,0.064,240000000,110000000,850,62.9708,1188,67,493.96,8.62,255.42,1,11.7,65.32,9.58,3.12,31.6,,,2011-09-27,"2011","9","AA-02"
24,7.14,0.64,0.22,0.022,7.77,47.04,136.27,8.37,1.51,30,399,0.1,0.1487,0.005,0.005,0.0005,0.05,0.05,0.632,0.379,0.0005,0.1,0.0025,47.43,0.029,750000,430000,429,12.2394,606,35,258.79,32.06,173.05,0.27,3.21,22.65,1.63,6.44,25.1,,,2011-09-27,"2011","9","RZ-01"
18.4,7.06,1.38,1.1,0.022,21.83,53.64,104.74,8.37,1.23,26,473,0.1,0.02651,0.0033,0.0111,0.0005,0.05,0.05,0.3,0.217,0.00052,0.1,0.0025,,0.026,430000,230000,499,16.133,731,36,298.78,39.93,193.42,0.27,8.4,32.81,2.3,24.01,24.7,,,2011-11-15,"2011","11","RS-01"
17,7.14,2.43,0.62,0.022,0.5,3.84,37.03,8.37,3.91,18,787,0.1,0.2309,0.0041,0.0976,0.0005,0.05,0.05,0.054,0.212,0.00066,0.1,0.0025,,0.053,4600,4600,805,11.218,1234,3.4,433.67,96.14,331.873,0.81,0.5,110.81,0.25,4.49,29.9,,,2011-11-15,"2011","11","RS-02"
17,6.98,2.32,0.24,0.022,0.5,3.39,35.58,8.37,2.14,8,713,0.1,0.233,0.0035,0.0704,0.0005,0.05,0.05,0.088,0.248,0.0007,0.1,0.0025,,0.037,430,230,721,11.764,1058,4,321.69,79.76,246.41,0.66,0.5,116.94,0.019,6.78,28.5,,,2011-11-15,"2011","11","RS-03"
19.7,7.69,1.76,0.2,0.022,25.83,46.8,125.67,8.37,6.15,20,869,0.1,0.3705,0.0038,0.0117,0.0005,0.05,0.05,0.108,0.248,0.00079,0.1,0.0025,,0.092,2400000,230000,889,47.643,1427,80,551.25,101.15,273.9,1.31,10.95,67.24,7.62,27.03,31.1,,,2011-11-15,"2011","11","RS-04"
21.5,7.73,3.02,2.48,0.19,35.13,14.7,79.63,8.37,6.58,10,816,0.1,0.8049,0.0025,0.0577,0.0005,0.067,0.05,0.233,0.352,0.00087,0.244,0.0025,,0.218,2400000,930000,826,34.729,1387,10,539.54,93.1,257.56,1.21,17.08,72.93,3.23,0.1,29.7,,,2011-11-15,"2011","11","RS-05"
18.5,8.06,5.44,7.5,0.695,22.18,17.85,72.01,8.37,6.17,9,816,0.1,0.5974,0.0025,0.0432,0.0005,0.05,0.05,0.213,0.131,0.00083,0.1,0.0025,,0.079,2400000,930000,825,42.88,1309,8,456.06,93.56,253.78,1.19,10.06,70.69,0.39,0.1,26.7,,,2011-11-15,"2011","11","RS-06"
21.9,7.39,0.51,1,0.022,46.49,160.8,336.47,17.97,6.04,91,874,0.1,1.5665,0.0025,0.0474,0.10346,0.112,0.05,0.633,0.165,0.00118,0.1,0.0025,,0.222,93000000,43000000,965,38.799,1415,76,335.94,113.53,216.73,1.23,21.97,123.25,9.65,1.17,19.8,,,2011-11-15,"2011","11","RS-07"
23,8.01,2.62,0.69,0.316,36.4,66.28,161.71,8.37,5.47,102,774,0.2,1.8635,0.0025,0.0642,0.02122,0.05,0.05,1.242,0.266,0.00112,0.1,0.0025,,0.136,930000,930000,876,47.757,1150,48,432.65,82.34,231.27,1.59,17.56,90.9,0.74,0.1,28.3,,,2011-11-15,"2011","11","RS-08"
,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,21.16,,,,,,,,,,,,,,2011-11-15,"2011","11","RS-09"
27.1,8.59,7.71,0.17,0.022,0.5,1.84,34.12,8.37,0.9,10,335,0.1,0.5366,0.0071,0.005,0.0005,0.05,0.05,0.167,0.067,0.00111,0.1,0.0025,,0.094,40,40,345,20.077,396,7.8,159.32,17.99,107.56,1.07,0.5,22.18,0.019,0.1,30.2,,,2011-11-15,"2011","11","RS-10"
24.1,7.37,,0.81,0.022,50.56,218.14,386.32,22,6.29,117,109,0.3,1.0892,0.0025,0.0629,0.0005,0.05,0.05,0.467,0.295,0.00109,0.166,0.0025,,0.125,93000000,43000000,226,100.531,1508,65,509,117.76,256.97,1.38,24.45,106.99,11.94,33.12,28.2,,,2011-11-15,"2011","11","AA-01"
23,7.78,0.51,0.99,0.011,56.83,113.4,251.24,10.75,8.05,71,923,0.1,0.09498,0.0025,0.0288,0.0005,0.05,0.05,0.55,0.264,0.00097,0.145,0.0025,,0.152,7000000,4000000,994,98.176,1596,50,646.43,106.03,308.36,1.58,28.72,66.1,11.79,43.9,28.7,,,2011-11-15,"2011","11","AA-02"
19.1,7,1.71,0.37,0.011,30.65,80,148.5,8.37,2.01,46,503,0.1,0.2829,0.0037,0.03666,0.0005,0.05,0.05,0.313,0.227,0.0005,0.1,0.0025,,0.059,4600000,430000,549,16.479,796,80,336.96,42.6,182.47,0.52,12.88,25.17,3.36,20,23.6,,,2011-11-15,"2011","11","RZ-01"
18.4,8.71,6.5,0.1,0.022,2.89,1.26,34.35,8.37,0.71,55,658,0.1,3.2299,0.0083,0.1493,0.0005,0.05,0.05,2.226,0.056,0.00068,0.1,0.0025,92.77,0.074,4300,4300,713,42.32,1172,45,354.66,57.18,239.51,1.44,0.5,82.61,0.019,0.58,,,,2012-01-24,"2012","1","RS-01"
16.3,7.41,2.17,0.1,0.022,4.2,1.26,39.26,8.37,1.6,7,705,0.1,0.1528,0.0068,0.177,0.0005,0.05,0.05,0.062,0.151,0.00068,0.1,0.0025,97.17,0.08,15000,15000,705,19.834,1315,7.7,372.17,66.34,268.32,1.34,0.5,98.57,0.19,6.25,,,,2012-01-24,"2012","1","RS-02"
16.1,7.55,5.02,0.1,0.022,3.1,1.26,41.37,8.37,1.68,7,750,0.1,0.2134,0.0063,0.1438,0.0005,0.05,0.05,0.058,0.05,0.00072,0.1,0.0025,102.58,0.074,930,930,750,24.214,1328,1.4,367.31,71.88,270.28,1.28,0.5,102.03,0.019,0.58,,,,2012-01-24,"2012","1","RS-03"
16.7,7.678,2.81,0.1,0.022,23.83,15.96,81.91,8.37,5.82,25,983,0.1,0.3718,0.0057,0.1185,0.0005,0.05,0.05,0.129,0.245,0.00081,0.1,0.0025,150.14,0.065,430000,230000,1008,71.972,1933,11,506.93,118.02,277.73,1.53,10.33,157.81,3.06,5.86,,,,2012-01-24,"2012","1","RS-04"
23.8,7.92,3.45,0.43,0.17,26.24,9.93,72.78,8.37,5.58,7,1031,0.1,0.7886,0.006,0.1078,0.00119,0.05,0.05,0.168,0.164,0.00101,0.1,0.014,154.37,0.041,93000,43000,1031,75.873,1981,5.3,502.55,123.85,313.21,1.3,11.71,149.54,0.49,0.58,,,,2012-01-24,"2012","1","RS-05"
18.2,8.2,9.11,4.64,0.45,23.14,26.28,85.33,8.37,6.4,7,1024,0.1,0.3106,0.006,0.1037,0.0005,0.05,0.05,0.163,0.175,0.0008,0.1,0.0025,163.17,0.199,750000,750000,1024,60.283,1915,4.5,482.12,123.9,312.03,1.42,10.06,156.49,0.41,0.1,,,,2012-01-24,"2012","1","RS-06"
19.8,7.66,0.85,0.24,0.018,43.46,123.75,261.51,19.25,6.54,60,922,0.1,0.9418,0.007,0.1014,0.02378,0.76,0.05,0.4,0.169,0.0011,0.1,0.0045,142.02,0.166,4600000,4600000,982,88.609,1724,55,422.77,116.33,202.47,1.64,19.97,141.33,7.5,1.56,,,,2012-01-24,"2012","1","RS-07"
18.3,7.65,4.02,0.17,0.022,39.54,88.8,236.4,10.24,6.32,87,854,1.5,1.5848,0.0078,0.0832,0.00846,0.05,0.05,0.721,0.215,0.00123,0.1,0.0041,136.09,0.164,11000000,11000000,941,83.343,1625,55,401.36,104.86,201.49,1.85,17.91,121.82,4.9,1.37,,,,2012-01-24,"2012","1","RS-08"
